Season,Team,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,ft_rate,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate
2012/2013,Washington Mystics,26.2,17,17,17,17,0.09,-0.27,-0.18,97.7,97.6,+0.1,77.0,.311,.201,.501,.448,16.7,29.1,.245,.449,15.6,71.4,.218
2012/2013,Phoenix Mercury,25.9,19,15,16,18,-0.56,0.57,0.01,101.3,102.0,-0.7,78.3,.325,.247,.544,.490,17.1,24.6,.264,.450,12.8,72.7,.236
2012/2013,Tulsa Shock,25.2,11,23,14,20,-2.24,0.77,-1.47,99.4,102.3,-2.9,75.7,.319,.302,.510,.456,16.7,28.6,.250,.488,17.2,69.4,.223
2012/2013,Seattle Storm,28.9,17,17,13,21,-2.38,0.49,-1.90,97.6,100.9,-3.3,72.7,.303,.291,.524,.470,18.8,25.9,.248,.468,15.8,71.9,.246
2012/2013,Connecticut Sun,26.1,10,24,8,26,-5.82,0.22,-5.60,92.4,100.0,-7.6,76.6,.233,.200,.468,.430,15.8,27.8,.172,.466,16.6,68.0,.216
2012/2013,San Antonio Silver Stars,26.6,12,22,9,25,-5.76,0.96,-4.81,95.2,102.8,-7.6,75.5,.239,.266,.481,.443,15.2,26.6,.179,.493,17.0,70.5,.217
2012/2013,New York Liberty,28.8,11,23,7,27,-7.35,0.48,-6.87,90.5,100.1,-9.6,76.1,.243,.162,.472,.431,18.4,29.9,.184,.452,13.5,72.9,.205
2013/2014,San Antonio Spurs,28.9,62,20,61,21,7.72,0.28,8.00,110.5,102.4,+8.1,95.0,.240,.257,.571,.537,13.5,22.7,.188,.482,12.8,76.4,.184
2013/2014,Los Angeles Clippers,28.1,57,25,59,23,6.98,0.30,7.27,112.1,104.8,+7.3,95.9,.353,.291,.567,.526,12.7,25.0,.258,.484,13.8,72.5,.222
2013/2014,Oklahoma City Thunder,26.2,59,23,58,24,6.34,0.32,6.66,110.5,103.9,+6.6,95.4,.303,.271,.566,.520,14.0,26.5,.244,.488,13.9,75.6,.221
2013/2014,Miami Heat,30.6,54,28,54,28,4.76,-0.61,4.15,110.9,105.8,+5.1,91.2,.300,.292,.590,.554,14.6,20.6,.228,.511,15.8,73.0,.212
2013/2014,Golden State Warriors,26.3,51,31,54,28,4.80,0.34,5.15,107.5,102.6,+4.9,96.2,.247,.291,.550,.517,13.8,25.1,.186,.477,13.6,76.3,.224
2013/2014,Indiana Pacers,27.2,56,26,54,28,4.40,-0.77,3.63,104.1,99.3,+4.8,92.5,.290,.235,.535,.490,14.3,24.9,.226,.460,12.9,76.8,.197
2013/2014,Houston Rockets,25.4,54,28,53,29,4.56,0.50,5.06,111.0,106.3,+4.7,96.3,.386,.330,.571,.531,14.6,27.4,.275,.489,12.5,74.1,.193
2013/2014,Portland Trail Blazers,25.8,54,28,52,30,3.99,0.45,4.44,111.5,107.4,+4.1,94.9,.270,.290,.548,.504,12.4,28.0,.220,.488,11.0,74.7,.194
2013/2014,Toronto Raptors,25.6,48,34,50,32,3.24,-0.69,2.55,108.8,105.3,+3.5,91.8,.306,.285,.545,.498,13.2,27.2,.239,.493,14.1,74.9,.237
2013/2014,Phoenix Suns,26.2,48,34,48,34,2.63,0.39,3.02,109.5,106.7,+2.8,95.8,.293,.300,.558,.519,14.0,26.4,.222,.496,13.9,73.7,.237
2013/2014,Minnesota Timberwolves,26.3,40,42,48,34,2.67,0.43,3.10,108.9,106.2,+2.7,97.3,.321,.245,.535,.486,12.2,27.4,.249,.518,14.8,74.4,.177
2013/2014,Dallas Mavericks,30.6,49,33,48,34,2.40,0.50,2.91,111.2,108.7,+2.5,93.5,.253,.274,.564,.526,12.7,24.6,.201,.515,14.8,72.7,.229
2013/2014,Chicago Bulls,28.6,48,34,47,35,1.85,-0.66,1.20,102.5,100.5,+2.0,90.2,.290,.222,.518,.471,14.2,27.2,.226,.471,13.7,75.4,.189
2013/2014,Memphis Grizzlies,28.5,50,32,46,36,1.57,0.61,2.18,106.3,104.6,+1.7,89.9,.248,.171,.529,.494,13.1,28.3,.184,.497,13.8,75.7,.199
2013/2014,Washington Wizards,26.3,44,38,45,37,1.27,-0.79,0.48,106.0,104.6,+1.4,93.2,.248,.246,.538,.506,13.6,25.2,.181,.504,15.0,75.7,.220
2013/2014,Charlotte Bobcats,25.5,43,39,40,42,-0.22,-0.67,-0.89,103.6,103.8,-0.2,92.4,.297,.219,.522,.481,11.7,21.9,.219,.491,12.6,77.6,.183
2013/2014,Atlanta Hawks,27.5,38,44,40,42,-0.48,-0.40,-0.88,105.9,106.4,-0.5,94.6,.266,.316,.554,.515,14.3,21.0,.208,.510,14.0,74.4,.196
2013/2014,New York Knicks,28.3,37,45,39,43,-0.79,-0.61,-1.40,108.3,109.1,-0.8,90.3,.248,.302,.541,.505,12.5,25.1,.189,.514,14.0,74.3,.245
2013/2014,Brooklyn Nets,30.0,44,38,38,44,-1.00,-0.58,-1.58,106.7,107.7,-1.0,91.4,.313,.301,.555,.514,14.1,21.7,.236,.509,14.9,72.3,.236
2013/2014,Denver Nuggets,26.0,36,46,35,47,-2.15,0.75,-1.40,106.0,108.2,-2.2,98.1,.306,.278,.536,.497,14.0,27.5,.222,.500,12.8,74.5,.233
2013/2014,New Orleans Pelicans,24.3,34,48,33,49,-2.71,0.73,-1.98,107.2,110.1,-2.9,92.2,.286,.193,.537,.495,12.9,26.9,.220,.515,13.6,73.8,.249
2013/2014,Sacramento Kings,24.9,28,54,33,49,-2.90,0.82,-2.08,105.7,108.8,-3.1,94.4,.331,.218,.532,.484,13.9,27.8,.251,.512,12.7,76.6,.234
2013/2014,Cleveland Cavaliers,24.9,33,49,32,50,-3.29,-0.57,-3.86,104.2,107.7,-3.5,93.1,.268,.236,.518,.479,13.0,27.2,.201,.508,13.0,75.8,.199
2013/2014,Detroit Pistons,24.7,29,53,31,51,-3.66,-0.48,-4.13,105.9,109.7,-3.8,94.9,.296,.222,.514,.482,12.9,31.4,.199,.520,13.8,73.4,.218
2013/2014,Boston Celtics,25.4,25,57,28,54,-4.46,-0.51,-4.97,102.9,107.7,-4.8,93.3,.248,.251,.517,.477,14.2,27.4,.193,.505,13.4,74.2,.227
2013/2014,Orlando Magic,24.6,23,59,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,.253,.235,.525,.487,13.9,22.4,.193,.504,13.0,75.5,.211
2013/2014,Los Angeles Lakers,26.8,27,55,25,57,-6.29,0.96,-5.33,104.2,110.6,-6.4,98.7,.263,.291,.542,.505,13.7,20.2,.199,.513,12.4,71.0,.192
2013/2014,Utah Jazz,24.5,25,57,22,60,-7.17,0.91,-6.27,103.5,111.3,-7.8,91.4,.271,.237,.523,.484,13.9,25.5,.202,.518,12.1,74.5,.227
2013/2014,Milwaukee Bucks,24.7,15,67,20,62,-8.18,-0.23,-8.41,103.0,111.8,-8.8,91.8,.274,.231,.519,.479,14.1,27.1,.204,.520,13.2,71.4,.225
2013/2014,Philadelphia 76ers,23.4,19,63,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,.268,.258,.510,.475,14.8,24.8,.190,.524,14.9,72.4,.244
2013/2014,Phoenix Mercury,28.7,29,5,29,5,9.41,-0.67,8.74,107.8,95.7,+12.1,76.6,.316,.234,.574,.525,15.2,22.3,.257,.441,14.8,72.5,.170
2013/2014,Minnesota Lynx,27.7,25,9,23,11,4.47,-0.14,4.34,105.6,99.8,+5.8,76.5,.281,.166,.541,.495,14.0,25.9,.224,.469,14.6,74.9,.183
2013/2014,Atlanta Dream,27.5,19,15,20,14,2.06,-0.71,1.35,99.0,96.5,+2.5,79.3,.290,.210,.506,.464,16.8,32.3,.213,.466,18.3,72.9,.227
2013/2014,Washington Mystics,25.6,16,18,18,16,0.44,-0.59,-0.15,97.9,97.3,+0.6,73.9,.259,.253,.510,.465,17.5,29.2,.207,.443,14.2,71.3,.193
2013/2014,Los Angeles Sparks,27.4,16,18,17,17,-0.21,0.57,0.36,99.1,99.4,-0.3,76.7,.251,.124,.519,.477,16.3,26.3,.200,.485,18.0,72.5,.210
2013/2014,Indiana Fever,26.0,16,18,15,19,-0.97,-0.32,-1.29,99.0,100.3,-1.3,73.8,.325,.233,.509,.459,16.9,30.5,.245,.473,17.7,71.9,.280
2013/2014,Connecticut Sun,25.4,13,21,14,20,-1.82,-0.30,-2.12,97.9,100.2,-2.3,76.5,.255,.197,.486,.446,15.9,32.5,.189,.474,17.5,70.5,.252
2013/2014,San Antonio Stars,27.3,16,18,14,20,-1.76,0.67,-1.10,102.3,104.6,-2.3,74.9,.238,.275,.522,.479,14.5,25.4,.196,.507,16.2,73.3,.213
2013/2014,Chicago Sky,25.4,15,19,14,20,-2.03,-0.19,-2.22,98.2,100.8,-2.6,76.7,.289,.159,.512,.460,16.2,25.8,.234,.453,14.5,69.5,.219
2013/2014,Tulsa Shock,24.4,12,22,14,20,-2.09,0.71,-1.38,104.8,107.5,-2.7,76.6,.321,.257,.516,.466,14.8,32.3,.246,.501,15.4,71.2,.272
2013/2014,New York Liberty,27.9,15,19,12,22,-3.06,-0.14,-3.20,94.4,98.4,-4.0,75.6,.283,.152,.491,.445,16.4,26.6,.213,.465,15.3,74.8,.206
2013/2014,Seattle Storm,28.7,12,22,10,24,-4.44,1.11,-3.33,96.6,102.7,-6.1,72.6,.262,.292,.527,.485,17.9,20.7,.204,.491,15.7,72.9,.214
2014/2015,Golden State Warriors,26.6,67,15,65,17,10.10,-0.09,10.01,111.6,101.4,+10.2,98.3,.239,.311,.571,.540,13.1,24.1,.184,.470,14.3,74.5,.217
2014/2015,Los Angeles Clippers,28.8,56,26,58,24,6.59,0.22,6.80,112.4,105.5,+6.9,94.7,.303,.322,.565,.533,11.6,22.8,.215,.493,13.2,75.7,.231
2014/2015,San Antonio Spurs,29.8,55,27,58,24,6.20,0.14,6.34,108.5,102.0,+6.5,93.8,.256,.269,.555,.517,13.1,23.4,.200,.484,13.3,77.3,.190
2014/2015,Atlanta Hawks,27.8,60,22,56,26,5.43,-0.68,4.75,108.9,103.1,+5.8,93.9,.259,.321,.563,.527,13.5,21.4,.201,.492,14.9,73.4,.185
2014/2015,Cleveland Cavaliers,26.9,53,29,53,29,4.48,-0.40,4.08,111.1,106.3,+4.8,92.3,.287,.334,.557,.520,13.4,26.8,.216,.502,12.6,74.7,.177
2014/2015,Portland Trail Blazers,27.0,51,31,53,29,4.23,0.18,4.41,108.2,103.7,+4.5,94.2,.225,.316,.544,.508,12.6,24.2,.180,.476,11.3,76.2,.182
2014/2015,Houston Rockets,27.6,56,26,50,32,3.44,0.38,3.82,107.0,103.4,+3.6,96.5,.312,.392,.548,.512,15.0,26.8,.223,.486,14.6,72.9,.208
2014/2015,Memphis Grizzlies,29.6,55,27,50,32,3.24,0.38,3.62,105.7,102.2,+3.5,92.0,.276,.184,.531,.489,12.6,24.7,.214,.492,14.5,75.3,.183
2014/2015,Toronto Raptors,26.1,49,33,49,33,3.07,-0.62,2.45,111.0,107.7,+3.3,92.8,.295,.302,.553,.508,12.0,25.6,.232,.506,13.4,73.3,.208
2014/2015,Chicago Bulls,28.8,50,32,50,32,3.00,-0.46,2.54,107.5,104.3,+3.2,92.8,.304,.269,.536,.489,12.9,27.0,.238,.473,11.3,74.4,.182
2014/2015,Dallas Mavericks,29.9,50,32,49,33,2.90,0.46,3.36,109.5,106.4,+3.1,95.2,.262,.296,.550,.515,11.9,23.6,.197,.503,14.7,72.2,.204
2014/2015,Oklahoma City Thunder,25.4,45,37,47,35,2.18,0.28,2.47,107.8,105.5,+2.3,95.7,.284,.262,.532,.492,13.1,28.9,.214,.489,12.4,75.6,.213
2014/2015,New Orleans Pelicans,25.3,45,37,43,39,0.79,0.34,1.13,108.2,107.3,+0.9,91.4,.263,.233,.537,.501,12.5,27.1,.198,.496,11.7,75.1,.195
2014/2015,Washington Wizards,28.6,46,36,43,39,0.72,-0.55,0.17,103.7,103.0,+0.7,93.7,.259,.203,.534,.499,14.0,24.9,.192,.481,12.9,77.3,.210
2014/2015,Milwaukee Bucks,24.6,41,41,42,40,0.43,-0.52,-0.09,102.7,102.2,+0.5,94.1,.258,.223,.536,.499,15.5,25.4,.195,.487,15.9,73.3,.221
2014/2015,Indiana Pacers,28.3,38,44,42,40,0.28,-0.51,-0.23,103.5,103.2,+0.3,93.2,.266,.255,.523,.484,13.1,24.0,.201,.478,12.0,77.9,.217
2014/2015,Utah Jazz,23.4,38,44,42,40,0.22,0.49,0.71,105.1,104.9,+0.2,90.4,.297,.274,.531,.494,14.6,29.1,.214,.491,12.8,76.3,.199
2014/2015,Boston Celtics,25.0,40,42,41,41,0.16,-0.56,-0.40,104.7,104.5,+0.2,95.8,.233,.280,.523,.489,12.5,24.7,.176,.494,13.7,75.0,.208
2014/2015,Phoenix Suns,25.7,39,43,38,44,-0.90,0.52,-0.38,105.3,106.2,-0.9,96.3,.251,.291,.537,.501,13.7,24.5,.191,.497,14.0,73.5,.221
2014/2015,Detroit Pistons,25.9,32,50,38,44,-1.00,-0.39,-1.39,105.3,106.4,-1.1,92.8,.261,.290,.515,.482,12.3,27.7,.184,.502,13.2,75.0,.192
2014/2015,Miami Heat,28.5,37,45,33,49,-2.60,-0.32,-2.92,103.9,106.7,-2.8,90.9,.306,.262,.540,.500,14.5,23.2,.227,.505,14.2,73.4,.213
2014/2015,Brooklyn Nets,28.6,38,44,33,49,-2.88,-0.25,-3.13,104.4,107.4,-3.0,92.7,.267,.240,.529,.491,13.0,23.9,.200,.506,12.9,73.7,.185
2014/2015,Charlotte Hornets,26.0,33,49,32,50,-3.17,-0.27,-3.44,100.1,103.5,-3.4,93.0,.269,.226,.498,.456,11.2,22.1,.202,.487,12.0,79.3,.188
2014/2015,Denver Nuggets,26.4,30,52,31,51,-3.55,0.48,-3.07,104.5,108.2,-3.7,96.1,.278,.284,.518,.479,12.7,26.6,.204,.504,13.0,74.7,.239
2014/2015,Sacramento Kings,26.0,29,53,31,51,-3.71,0.64,-3.07,105.3,109.2,-3.9,95.4,.363,.204,.542,.490,14.8,26.5,.276,.507,11.8,75.2,.200
2014/2015,Orlando Magic,24.3,25,57,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,.230,.235,.524,.494,14.0,23.1,.168,.514,13.6,76.0,.210
2014/2015,Los Angeles Lakers,27.0,21,61,23,59,-6.84,0.67,-6.17,103.4,110.6,-7.2,94.0,.276,.220,.513,.473,12.1,25.4,.204,.518,12.1,76.3,.231
2014/2015,Minnesota Timberwolves,24.4,16,66,19,63,-8.79,0.79,-8.00,102.9,112.2,-9.3,94.4,.309,.179,.517,.468,13.7,26.6,.240,.537,13.9,71.6,.187
2014/2015,Philadelphia 76ers,23.2,18,64,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,.288,.319,.494,.459,16.0,25.5,.195,.497,15.2,73.0,.225
2014/2015,New York Knicks,26.9,17,65,17,65,-9.32,-0.18,-9.50,99.9,110.0,-10.1,91.2,.234,.240,.508,.470,14.0,24.5,.180,.512,13.3,73.1,.234
2014/2015,Chicago Sky,26.9,21,13,23,11,4.06,0.22,4.28,105.4,100.2,+5.2,77.8,.271,.180,.525,.476,13.3,28.8,.224,.463,14.4,74.9,.220
2014/2015,Minnesota Lynx,29.3,22,12,23,11,3.74,-1.09,2.65,100.5,95.5,+5.0,74.8,.252,.188,.517,.472,15.2,26.2,.206,.453,14.9,76.8,.176
2014/2015,New York Liberty,26.9,23,11,22,12,3.32,0.28,3.61,97.4,93.0,+4.4,75.8,.305,.188,.505,.455,16.6,29.2,.236,.438,16.8,78.3,.234
2014/2015,Phoenix Mercury,28.0,20,14,21,13,2.85,-0.83,2.03,99.7,95.9,+3.8,74.1,.303,.226,.526,.474,15.3,22.2,.246,.432,14.7,72.7,.203
2014/2015,Washington Mystics,25.6,18,16,21,13,2.32,0.53,2.85,99.2,96.1,+3.1,73.6,.265,.272,.514,.469,15.5,24.6,.210,.436,15.7,70.3,.208
2014/2015,Indiana Fever,26.7,20,14,20,14,1.88,0.57,2.45,101.0,98.5,+2.5,76.4,.328,.229,.521,.465,16.2,28.4,.262,.475,18.4,72.9,.248
2014/2015,Tulsa Shock,25.3,18,16,18,16,0.65,-0.66,-0.01,102.9,102.0,+0.9,75.0,.342,.276,.500,.440,13.9,31.4,.271,.482,15.9,74.1,.244
2014/2015,Los Angeles Sparks,27.3,14,20,15,19,-0.94,-0.72,-1.66,100.2,101.5,-1.3,72.9,.255,.231,.531,.486,16.0,22.9,.207,.451,13.0,73.3,.247
2014/2015,Connecticut Sun,25.0,15,19,14,20,-1.62,0.85,-0.77,99.0,101.2,-2.2,74.1,.237,.271,.503,.468,15.4,26.9,.176,.477,17.2,70.6,.244
2014/2015,Atlanta Dream,27.4,15,19,14,20,-1.97,0.88,-1.09,98.6,101.1,-2.5,78.3,.313,.224,.501,.447,17.1,32.0,.246,.477,17.7,73.0,.295
2014/2015,Seattle Storm,26.2,10,24,9,25,-5.65,-0.16,-5.80,93.2,100.7,-7.5,75.6,.261,.238,.519,.473,18.2,17.3,.212,.470,14.8,74.0,.219
2014/2015,San Antonio Stars,26.3,8,26,5,29,-8.65,0.12,-8.53,89.6,101.0,-11.4,75.7,.271,.197,.469,.419,16.1,23.0,.210,.487,15.2,73.8,.176
2015/2016,San Antonio Spurs,30.3,67,15,67,15,10.63,-0.36,10.28,110.3,99.0,+11.3,93.8,.246,.223,.564,.526,12.4,23.0,.197,.477,14.1,79.1,.182
2015/2016,Golden State Warriors,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,.563,13.5,23.5,.191,.479,12.6,76.0,.208
2015/2016,Oklahoma City Thunder,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,+7.5,96.7,.292,.275,.565,.524,14.0,31.1,.228,.484,11.7,76.0,.205
2015/2016,Cleveland Cavaliers,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,.524,12.7,25.1,.194,.496,12.6,78.5,.205
2015/2016,Toronto Raptors,26.3,56,26,53,29,4.50,-0.42,4.08,110.0,105.2,+4.8,92.9,.328,.287,.552,.504,12.3,24.6,.255,.498,12.7,77.7,.201
2015/2016,Los Angeles Clippers,29.7,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,+4.5,95.8,.318,.324,.556,.524,12.1,20.1,.220,.480,13.8,73.8,.222
2015/2016,Atlanta Hawks,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,+3.7,97.1,.237,.336,.552,.516,13.8,19.1,.185,.480,14.4,74.6,.194
2015/2016,Boston Celtics,25.2,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,+3.2,98.5,.264,.293,.531,.488,12.1,25.1,.208,.487,14.6,74.6,.231
2015/2016,Charlotte Hornets,26.0,48,34,49,33,2.72,-0.36,2.36,107.1,104.3,+2.8,95.7,.280,.348,.545,.502,11.7,20.0,.222,.496,12.5,79.8,.191
2015/2016,Utah Jazz,24.2,40,42,46,36,1.79,0.05,1.84,105.9,103.9,+2.0,91.0,.286,.297,.540,.501,14.2,25.9,.213,.495,13.5,77.7,.210
2015/2016,Miami Heat,28.4,48,34,46,36,1.65,-0.14,1.50,106.1,104.4,+1.7,93.6,.282,.221,.545,.508,13.3,23.8,.210,.485,12.1,77.8,.196
2015/2016,Indiana Pacers,26.9,45,37,46,36,1.71,-0.09,1.62,104.6,102.9,+1.7,96.6,.268,.270,.536,.497,13.5,23.4,.205,.489,14.3,76.0,.205
2015/2016,Portland Trail Blazers,24.3,44,38,43,39,0.83,0.15,0.98,108.8,108.0,+0.8,96.0,.268,.332,.548,.511,13.2,25.9,.202,.503,12.1,76.2,.225
2015/2016,Detroit Pistons,25.0,44,38,43,39,0.61,-0.18,0.43,106.1,105.5,+0.6,95.1,.296,.303,.522,.491,12.2,27.0,.197,.504,12.5,79.3,.196
2015/2016,Houston Rockets,27.8,41,41,42,40,0.20,0.14,0.34,108.3,108.1,+0.2,97.6,.352,.370,.553,.516,14.2,25.7,.244,.516,14.7,72.8,.219
2015/2016,Dallas Mavericks,30.3,42,40,40,42,-0.30,0.29,-0.02,106.7,107.0,-0.3,94.3,.265,.339,.544,.502,12.0,20.6,.211,.504,12.8,76.2,.198
2015/2016,Washington Wizards,27.3,41,41,40,42,-0.50,0.00,-0.50,105.3,105.8,-0.5,98.5,.263,.282,.544,.511,13.1,20.6,.192,.515,14.6,77.7,.218
2015/2016,Chicago Bulls,27.6,42,40,37,45,-1.48,0.01,-1.46,105.0,106.5,-1.5,95.7,.240,.244,.526,.487,12.6,24.5,.189,.485,10.7,74.9,.182
2015/2016,Orlando Magic,23.9,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,.232,.255,.533,.500,12.8,23.1,.175,.513,13.8,76.5,.215
2015/2016,Sacramento Kings,26.6,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,.295,.260,.546,.510,14.2,23.9,.214,.521,14.0,74.9,.202
2015/2016,Memphis Grizzlies,30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,.295,.222,.524,.477,12.3,25.3,.231,.518,15.2,75.1,.251
2015/2016,New York Knicks,27.2,32,50,33,49,-2.73,0.00,-2.74,104.6,107.6,-3.0,93.4,.255,.256,.527,.483,12.6,23.7,.205,.487,10.5,75.8,.204
2015/2016,Denver Nuggets,24.7,33,49,33,49,-3.10,0.29,-2.81,105.6,108.9,-3.3,95.7,.282,.277,.531,.489,13.2,25.8,.216,.515,12.6,77.3,.216
2015/2016,Minnesota Timberwolves,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,.332,.202,.549,.498,13.9,24.3,.263,.524,13.6,74.7,.200
2015/2016,New Orleans Pelicans,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,.498,12.3,21.2,.201,.523,12.7,78.8,.225
2015/2016,Milwaukee Bucks,23.5,33,49,29,53,-4.18,0.20,-3.98,104.3,108.7,-4.4,94.2,.276,.189,.537,.499,14.2,24.9,.207,.510,14.2,73.1,.221
2015/2016,Phoenix Suns,26.0,23,59,24,58,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,.271,.302,.526,.487,15.2,25.4,.204,.523,13.5,77.1,.237
2015/2016,Brooklyn Nets,26.9,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,.246,.218,.527,.492,13.6,24.1,.186,.534,13.1,75.7,.176
2015/2016,Los Angeles Lakers,26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10.0,95.6,.292,.290,.509,.460,12.5,23.1,.228,.523,11.6,74.7,.202
2015/2016,Philadelphia 76ers,23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,.269,.327,.519,.487,14.8,20.6,.186,.510,13.5,74.0,.240
2015/2016,Minnesota Lynx,30.6,28,6,28,6,8.82,-0.70,8.13,108.2,97.1,+11.1,78.2,.315,.175,.551,.500,14.8,30.2,.254,.458,16.7,75.6,.233
2015/2016,Los Angeles Sparks,28.7,26,8,26,8,7.09,-0.77,6.31,107.8,98.6,+9.2,76.4,.290,.245,.574,.533,15.9,22.3,.229,.471,16.1,73.2,.201
2015/2016,Phoenix Mercury,29.3,16,18,19,15,1.29,-0.24,1.05,106.2,104.5,+1.7,78.5,.362,.277,.563,.501,15.5,23.0,.304,.481,15.2,72.6,.242
2015/2016,New York Liberty,27.1,21,13,18,16,0.79,-0.07,0.72,101.6,100.6,+1.0,78.3,.316,.179,.517,.466,15.7,29.6,.246,.456,13.7,76.1,.245
2015/2016,Chicago Sky,27.8,18,16,18,16,0.62,-0.09,0.53,108.4,107.6,+0.8,78.7,.261,.153,.537,.490,13.1,29.8,.216,.486,13.5,74.1,.271
2015/2016,Seattle Storm,26.6,16,18,18,16,0.62,0.17,0.76,104.9,104.1,+0.8,76.7,.301,.320,.565,.514,16.8,22.1,.250,.482,14.2,72.1,.204
2015/2016,Indiana Fever,27.6,17,17,16,18,-0.38,0.05,-0.33,103.7,104.2,-0.5,77.0,.305,.244,.542,.486,16.5,26.8,.258,.508,17.7,73.3,.273
2015/2016,Connecticut Sun,25.0,14,20,15,19,-1.38,0.05,-1.30,102.7,104.4,-1.7,79.1,.281,.256,.515,.478,15.0,29.6,.201,.499,17.2,73.7,.291
2015/2016,Washington Mystics,25.0,13,21,15,19,-1.47,0.13,-1.34,103.8,105.7,-1.9,76.1,.330,.297,.531,.476,14.4,24.3,.264,.483,14.3,71.6,.246
2015/2016,Atlanta Dream,25.7,17,17,14,20,-2.21,0.14,-2.06,101.1,103.9,-2.8,79.1,.389,.189,.508,.449,14.7,30.5,.293,.470,14.7,71.9,.252
2015/2016,Dallas Wings,26.1,11,23,10,24,-5.59,0.48,-5.11,102.9,109.9,-7.0,78.6,.344,.311,.511,.450,14.7,29.3,.277,.510,14.7,70.7,.272
2015/2016,San Antonio Stars,25.3,7,27,6,28,-8.21,0.84,-7.37,94.4,105.1,-10.7,75.5,.276,.228,.490,.439,16.1,24.2,.220,.477,14.8,71.3,.282
2016/2017,Golden State Warriors,28.2,67,15,67,15,11.63,-0.28,11.35,115.6,104.0,+11.6,99.8,.259,.359,.597,.563,13.2,22.8,.204,.486,13.5,74.9,.198
2016/2017,San Antonio Spurs,29.6,61,21,60,22,7.20,-0.06,7.13,111.1,103.5,+7.6,94.2,.263,.281,.564,.524,12.6,24.0,.210,.492,13.5,77.6,.192
2016/2017,Houston Rockets,27.4,55,27,55,27,5.77,0.08,5.84,114.7,109.0,+5.7,100.0,.304,.462,.583,.545,13.3,24.6,.233,.519,13.2,75.8,.194
2016/2017,Toronto Raptors,26.1,51,31,52,30,4.21,-0.56,3.65,112.3,107.8,+4.5,94.7,.293,.289,.561,.517,11.8,25.0,.233,.507,13.5,76.3,.223
2016/2017,Los Angeles Clippers,30.0,51,31,52,30,4.29,0.13,4.42,112.7,108.2,+4.5,96.1,.312,.329,.574,.537,12.0,21.5,.233,.506,12.1,76.9,.211
2016/2017,Utah Jazz,26.8,51,31,52,30,3.94,0.06,4.00,109.6,105.3,+4.3,91.6,.288,.327,.563,.526,13.2,23.2,.215,.493,11.8,78.9,.195
2016/2017,Cleveland Cavaliers,29.2,51,31,49,33,3.18,-0.31,2.87,113.6,110.3,+3.3,96.2,.275,.399,.580,.547,12.6,21.9,.206,.516,11.4,75.8,.174
2016/2017,Boston Celtics,25.9,53,29,48,34,2.63,-0.39,2.25,111.2,108.4,+2.8,96.8,.273,.393,.567,.525,12.2,21.2,.220,.503,12.6,75.3,.223
2016/2017,Washington Wizards,26.0,49,33,46,36,1.80,-0.45,1.36,111.2,109.3,+1.9,97.4,.254,.284,.564,.528,12.8,24.1,.199,.524,13.8,75.5,.213
2016/2017,Miami Heat,26.5,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,+1.1,95.2,.251,.314,.541,.512,12.4,24.2,.177,.496,12.6,76.4,.220
2016/2017,Oklahoma City Thunder,24.7,47,35,43,39,0.76,0.39,1.14,108.3,107.5,+0.8,97.8,.295,.295,.540,.500,13.2,27.9,.220,.511,12.5,79.0,.218
2016/2017,Memphis Grizzlies,29.5,43,39,42,40,0.49,0.47,0.96,107.7,107.1,+0.6,92.3,.280,.316,.535,.491,12.1,24.8,.219,.506,13.6,77.5,.256
2016/2017,Denver Nuggets,25.2,40,42,42,40,0.51,0.19,0.70,113.2,112.7,+0.5,98.3,.276,.329,.568,.530,13.2,27.3,.214,.532,10.9,78.7,.194
